title,release_date,budget,revenue,vote_count,vote_average,runtime,id,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western
The Hustle,2019-05-09,21000000,97409779,2218,6.23,94,449562,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Am Mother,2019-06-07,0,643593,2205,6.672,114,505948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Cold Pursuit,2019-02-07,60000000,76419755,2200,5.738,119,438650,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Dead Don't Die,2019-05-15,0,12104595,2178,5.432,104,535581,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Richard Jewell,2019-12-13,45000000,33904605,2109,7.44,131,292011,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Curse of La Llorona,2019-04-17,9000000,122033739,2087,5.697,93,480414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Midway,2019-11-06,100000000,127420861,2067,7.144,138,522162,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Last Christmas,2019-11-07,30000000,121550750,2042,7.224,102,549053,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fractured,2019-09-22,0,0,2020,6.711,99,568091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Addams Family,2019-10-10,40000000,203044905,1976,6.641,86,481084,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
A Rainy Day in New York,2019-07-26,25000000,23800000,1976,6.508,92,475303,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ma,2019-05-29,5000000,51749995,1903,5.796,99,502416,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Polar,2019-01-25,0,0,1892,6.261,118,483906,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
In the Tall Grass,2019-09-20,0,0,1855,5.535,102,523139,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Just Mercy,2019-12-25,25000000,50401502,1856,7.921,137,522212,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Lego Movie 2: The Second Part,2019-02-06,99000000,192456290,1829,6.668,106,280217,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Abominable,2019-09-19,75000000,180289970,1757,7.524,97,431580,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Countdown,2019-10-24,6500000,48021766,1754,6.318,90,599975,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Highwaymen,2019-03-15,49000000,0,1728,6.74,133,500682,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Dark Waters,2019-11-22,0,13601384,1724,7.541,127,552178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Velvet Buzzsaw,2019-02-01,21000000,0,1713,5.355,113,463684,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Tall Girl,2019-09-13,0,0,1708,6.4,101,625450,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Togo,2019-12-20,0,0,1682,8.151,113,606856,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21 Bridges,2019-10-24,33000000,49939757,1668,6.76,99,535292,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Child's Play,2019-06-19,10000000,44902237,1663,6.008,90,533642,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Good Boys,2019-08-14,20000000,111037232,1569,6.853,89,521777,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vivarium,2019-09-07,3947600,427399,1563,6.072,97,458305,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Code 8,2019-12-06,0,157209,1517,6.2,99,461130,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Dora and the Lost City of Gold,2019-08-08,49000000,119682635,1489,6.706,102,499701,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Shaft,2019-06-14,30000000,21360215,1481,6.549,111,486131,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fighting with My Family,2019-02-14,11000000,39055536,1471,6.855,108,445629,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Angry Birds Movie 2,2019-08-02,65000000,147792047,1394,7.134,97,454640,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Boy Who Harnessed the Wind,2019-02-14,0,0,1393,7.933,113,491480,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Serenity,2019-01-24,25000000,14454622,1368,5.448,102,452832,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Lady and the Tramp,2019-11-12,0,0,1364,7.281,111,512895,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
A Beautiful Day in the Neighborhood,2019-09-07,25000000,67925733,1339,7.008,109,501907,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Silence,2019-05-16,0,2325977,1301,6.015,91,527261,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
Hotel Mumbai,2019-03-14,0,16872691,1299,7.569,123,416144,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
The Last Summer,2019-05-03,0,0,1299,6.018,109,502292,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Descendants 3,2019-08-02,15000000,0,1295,7.792,106,506574,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Motherless Brooklyn,2019-10-31,26000000,18377736,1239,6.711,145,504562,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Eli,2019-10-18,0,0,1216,6.007,98,483202,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IO,2019-01-18,0,0,1213,4.885,96,433249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A Dog's Journey,2019-05-03,0,2520000,1206,8.0,109,522518,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Tolkien,2019-05-03,20000000,8654322,1201,6.993,112,468224,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
The Farewell,2019-07-12,250300,22110994,1198,7.451,100,565310,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47 Meters Down: Uncaged,2019-08-15,12000000,0,1197,5.703,90,480105,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Always Be My Maybe,2019-05-31,0,0,1184,6.642,102,513576,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
In the Shadow of the Moon,2019-09-27,0,0,1172,6.156,115,530382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
What Men Want,2019-02-08,20000000,69766483,1169,6.187,117,487297,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Art of Racing in the Rain,2019-08-08,18000000,33766787,1166,8.234,109,522924,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Color Out of Space,2019-09-07,6000000,1023510,1147,6.037,111,548473,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
I See You,2019-09-11,3000000,0,1120,7.045,98,524251,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Stuber,2019-07-11,16000000,32400000,1112,6.673,93,513045,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Peanut Butter Falcon,2019-08-09,0,0,1104,7.398,97,463257,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Someone Great,2019-04-19,0,0,1087,6.362,92,515248,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Let It Snow,2019-11-08,0,0,1055,6.088,93,295151,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Falling Inn Love,2019-08-29,0,0,1051,6.543,98,623195,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Upside,2019-01-10,37500000,111353135,1046,7.123,126,440472,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Dirt,2019-03-22,0,0,1041,7.5,108,327331,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
The Laundromat,2019-09-27,0,0,1040,6.013,96,517909,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Judy,2019-09-27,0,38981322,1032,6.754,118,491283,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Jexi,2019-10-10,5000000,9341824,1027,6.877,84,620725,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dolemite Is My Name,2019-10-04,0,0,996,7.02,118,528888,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Knight Before Christmas,2019-11-21,0,0,988,6.469,92,611207,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Secret Obsession,2019-07-18,0,0,983,5.496,97,612152,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Captive State,2019-03-15,25000000,5958315,975,5.629,110,429471,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Downton Abbey,2019-09-12,20000000,192199131,963,7.148,122,535544,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
The Professor and the Madman,2019-03-07,25000000,4957273,962,7.203,124,411728,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
A Dog's Way Home,2019-01-10,18000000,17643857,952,7.313,96,508763,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Freaks,2019-09-13,0,333593,951,6.783,105,539892,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
Haunt,2019-09-13,0,0,944,6.719,92,517116,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Good Liar,2019-11-08,10000000,33856058,934,6.707,109,511322,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breakthrough,2019-04-10,0,0,927,7.649,116,514439,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Aeronauts,2019-11-04,40000000,0,925,6.8,101,514921,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Red Shoes and the Seven Dwarfs,2019-07-25,0,10054356,914,7.772,92,486589,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Prodigy,2019-02-06,6000000,21150265,863,6.149,92,532671,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Polaroid,2019-01-10,0,0,860,5.969,88,431075,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
The Report,2019-09-12,0,0,852,7.031,118,524348,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Vast of Night,2019-06-01,0,0,847,6.575,91,565743,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
Rim of the World,2019-05-24,0,0,839,5.989,99,531306,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cats,2019-12-19,95000000,73515024,829,4.207,110,536869,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Fyre,2019-01-18,0,0,821,6.915,98,567860,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Scooby-Doo! Return to Zombie Island,2019-10-01,0,0,805,6.935,80,615774,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
The Room,2019-09-12,0,44291,778,6.437,100,582913,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
Can You Keep a Secret?,2019-09-13,0,0,770,6.521,94,537739,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sextuplets,2019-08-16,0,0,767,6.254,100,582570,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Close,2019-01-18,0,0,765,5.824,95,460321,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Official Secrets,2019-08-30,0,0,764,7.23,112,393624,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
How to Train Your Dragon: Homecoming,2019-10-25,0,0,756,8.085,22,638507,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Goldfinch,2019-09-12,40000000,0,741,7.247,149,472674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Missing Link,2019-04-04,100000000,26249469,728,7.0,95,458253,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Batman: Hush,2019-07-19,0,0,717,7.234,82,537056,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Between Two Ferns: The Movie,2019-09-20,0,0,715,5.962,82,584962,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Universe: The Movie,2019-09-02,0,0,715,8.243,82,537061,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
Black and Blue,2019-10-25,12000000,22741061,708,6.8,109,578189,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Red Sea Diving Resort,2019-07-28,0,0,706,6.87,130,465003,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Wounds,2019-01-26,0,0,701,4.008,94,505423,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Late Night,2019-01-25,4000000,22384741,694,6.457,102,523172,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Night Hunter,2019-08-29,0,1012932,691,6.48,95,441282,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Escape Plan: The Extractors,2019-06-20,3600000,0,689,5.308,97,480042,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7500,2019-12-26,0,0,679,6.125,93,509585,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Harriet,2019-11-01,0,0,659,7.351,125,506528,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Informer,2019-08-30,60000000,2927708,657,6.508,109,466081,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Death & Life of John F. Donovan,2019-03-13,35000000,0,634,6.942,127,291984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Little,2019-04-04,20000000,17399000,630,6.887,108,526050,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
The Kid Who Would Be King,2019-01-16,59000000,32140970,630,6.082,120,454294,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A Cinderella Story: Christmas Wish,2019-10-15,0,0,621,6.4,93,606117,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
The Vanishing,2019-01-04,0,0,613,5.658,108,449459,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Sorry We Missed You,2019-10-04,0,8766149,596,7.373,100,522369,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wonder Park,2019-03-13,100000000,119559110,588,6.446,86,400157,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Kitchen,2019-08-08,38000000,0,582,6.186,102,487680,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Playing with Fire,2019-11-08,29900000,69412425,580,6.8,96,554241,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Little Monsters,2019-08-29,0,0,574,6.6,94,503125,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Hole in the Ground,2019-03-01,0,3373474,574,5.638,90,484437,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Art of Self-Defense,2019-07-12,0,2414269,570,6.55,104,480001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Queen & Slim,2019-11-27,20000000,47803176,565,7.136,131,536743,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Honey Boy,2019-11-08,3500000,3400977,561,7.108,94,512263,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bad Education,2019-09-08,0,0,560,6.785,108,530723,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Aftermath,2019-03-01,0,9215591,558,6.456,108,433502,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"Where'd You Go, Bernadette",2019-08-16,20000000,0,547,6.662,109,405177,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Sun Is Also a Star,2019-05-16,0,1040000,542,7.0,100,508791,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Apollo 11,2019-03-01,0,0,538,7.869,93,549559,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Reign of the Supermen,2019-01-13,0,0,530,7.109,87,487672,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A Hidden Life,2019-12-11,9000000,4612788,530,7.15,174,403300,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Noelle,2019-11-12,0,0,525,6.659,100,454467,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Blinded by the Light,2019-08-09,15000000,18144644,504,6.975,114,534259,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Intruder,2019-05-03,0,25724305,499,6.059,102,524247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waves,2019-11-15,6000000,2576990,497,7.398,135,533444,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Triple Threat,2019-03-19,10000000,0,490,6.4,96,449985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
See You Yesterday,2019-05-03,0,0,480,5.604,86,582607,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
A Christmas Prince: The Royal Baby,2019-12-05,0,0,474,6.36,84,587693,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Holiday in the Wild,2019-11-06,0,0,474,6.532,85,531438,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Courier,2019-11-22,0,4700862,465,6.048,99,611914,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Point Blank,2019-07-12,0,0,464,6.048,86,531503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Madea Family Funeral,2019-03-01,0,46115383,464,5.9,104,464504,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wine Country,2019-05-08,0,0,461,5.512,103,513083,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miss Bala,2019-02-01,15000000,15200000,459,6.399,104,500852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Christmas,2019-12-13,5000000,18529730,456,4.6,92,551808,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
The Death of Superman,2019-01-13,0,0,454,7.511,81,487670,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Light of My Life,2019-08-09,0,0,454,6.467,119,441183,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Paradise Hills,2019-08-29,6000000,0,452,6.0,95,487083,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
The Great Hack,2019-01-26,0,0,441,6.879,114,566222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ophelia,2019-06-28,12000000,242115,434,7.279,114,428836,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Come to Daddy,2019-04-25,0,57998,424,5.953,96,586592,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
A Score to Settle,2019-08-01,0,0,421,6.03,103,500922,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Brittany Runs a Marathon,2019-08-23,0,7439448,417,6.616,103,529862,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jay and Silent Bob Reboot,2019-10-15,0,1011305,418,5.65,105,440762,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Then Came You,2019-02-01,0,0,413,7.528,97,375785,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Shaun the Sheep Movie: Farmageddon,2019-09-26,0,42880428,411,6.9,87,422803,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wonder Woman: Bloodlines,2019-10-04,0,0,410,7.045,83,537055,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Otherhood,2019-08-13,0,0,406,6.203,100,531509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hair Love,2019-08-14,284058,0,405,7.7,7,589739,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Teen Titans Go! vs. Teen Titans,2019-07-21,0,0,402,7.913,76,556901,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Beach Bum,2019-03-21,5000000,4554065,397,5.572,95,441384,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Factory,2019-08-21,0,0,388,7.173,110,565716,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Avengement,2019-05-24,2400000,0,386,6.82,90,534490,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Batman vs. Teenage Mutant Ninja Turtles,2019-03-31,0,0,382,7.19,87,581997,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rattlesnake,2019-10-25,0,0,382,5.2,85,560362,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
The Personal History of David Copperfield,2019-11-07,15600000,11620337,381,6.512,119,520900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UglyDolls,2019-05-01,45000000,32450241,377,6.67,87,454458,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Earthquake Bird,2019-11-01,0,0,373,5.843,107,513409,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
Anima,2019-06-27,0,0,363,7.322,15,610120,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Oh, Ramona!",2019-02-14,0,0,362,5.767,109,582186,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Man Who Killed Hitler and Then the Bigfoot,2019-02-08,0,3822,362,5.424,96,530081,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Queen's Corgi,2019-02-13,0,35515687,362,6.041,85,509730,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3 from Hell,2019-09-16,3000000,2295825,360,5.849,115,489064,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Tell It to the Bees,2019-05-03,0,0,349,7.587,106,475888,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Best of Enemies,2019-04-05,10000000,0,347,7.396,133,458131,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1BR,2019-07-18,0,0,343,6.1,90,611605,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
The Mustang,2019-03-15,0,1144575,342,6.93,96,500860,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Doom: Annihilation,2019-09-30,0,0,339,4.9,97,520901,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Trauma Center,2019-12-06,0,92968,327,5.6,87,641790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Kill Team,2019-10-17,0,0,325,6.5,87,489245,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Cold Blood,2019-05-15,2700000,0,322,5.402,91,595985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Stockholm,2019-04-12,0,0,319,5.897,92,437626,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Vigilante,2019-03-29,0,0,312,5.455,92,500904,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Skin,2019-07-26,0,0,305,6.898,110,542417,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Deadwood: The Movie,2019-05-31,0,0,300,6.772,110,538225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Iron Sky: The Coming Race,2019-01-25,21000000,400900,300,5.095,93,302349,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Homecoming: A Film by Beyoncé,2019-04-17,0,0,299,8.2,137,593691,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Sweetheart,2019-01-28,0,0,296,6.5,82,463843,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Waiting for the Barbarians,2019-09-06,0,761361,292,6.0,114,505707,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Game of Thrones: The Last Watch,2019-05-26,0,0,289,7.1,115,591278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Kitbull,2019-01-18,0,0,288,8.0,9,574074,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Justice League vs. the Fatal Five,2019-03-29,0,0,283,6.827,77,537059,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Guava Island,2019-04-13,0,0,282,6.725,55,543343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Primal,2019-12-27,9000000,146863,279,5.7,97,500916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Let Go,2019-08-30,5000000,5300000,278,6.895,107,539651,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
The Jack in the Box,2019-11-09,0,1035734,277,6.009,87,622420,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Poison Rose,2019-05-23,0,323754,277,4.583,98,529983,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Villains,2019-09-20,0,0,278,6.237,90,510388,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mr. Jones,2019-10-25,0,0,277,6.693,119,509598,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Teen Spirit,2019-04-12,0,0,275,6.135,92,440918,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Lying and Stealing,2019-07-12,3000000,0,271,6.0,100,509874,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gloria Bell,2019-03-07,0,11145006,270,5.981,102,491473,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
